time,cell0,cell1,cell2,cell3,cell4,cell5,acc_x,acc_y,acc_z,roll,pitch,yaw,latitude,longitude,satellites,speed,rpm_bl,rpm_br,rpm_fl,rpm_fr,steering,throttle
433,2.831369841,3.592135888,3.882353511,3.564553603,2.747513042,2.858846458,3.444077807,4.083864672,5.412334849,2.244459922,0.80672764,161,34,34,1,19,2169,2134,1873,2385,1225,1151
433.5,3.112898115,2.230081098,2.278876741,2.464777723,2.094912741,3.288392606,1.943219957,3.226737375,4.096196245,3.063492419,0.644553843,-63,34,34,3,20,665,754,1998,336,1072,1384
434,2.957265412,2.363615903,3.551779727,2.492975274,3.855691285,2.592913203,0.419251435,5.741951185,5.962058162,0.511590904,4.905273415,-34,34,34,2,34,853,189,148,612,1798,1502
434.5,2.75050858,2.474711465,2.448617471,2.448615111,3.202371177,3.424456232,2.049702914,1.810775333,3.150093727,4.916554868,0.852250789,62,34,34,0,6,330,961,2013,169,1439,1040
435,2.353651079,3.674172459,3.575766119,3.296629432,2.190291629,2.068317828,1.029588602,1.056648001,3.702674293,5.985926747,4.37161208,-56,34,34,1,23,1247,140,1693,1341,1960,1329
435.5,3.901896229,3.067589725,3.02931553,3.185972009,2.209995882,3.215037991,2.316144165,5.219790451,0.373317887,5.021808317,0.410751264,-170,34,34,2,2,1328,1703,1523,782,1956,1021
436,3.388775766,3.700453195,2.432462381,3.498111692,2.116458242,2.980866685,5.943448326,4.844750205,4.594262058,4.094595467,0.162009955,-56,34,34,0,39,185,2046,1922,94,1394,1772
436.5,2.420395704,3.984727597,3.695979593,2.663251013,2.593224914,2.90347276,3.404677409,0.430842568,4.811085457,2.267632647,0.928016075,-13,34,34,0,20,332,1199,2262,1883,1411,1450
437,2.05500661,3.59730099,2.499590083,2.249027059,2.717530922,2.83786331,2.529395386,3.21715839,2.861588677,5.603216191,1.619337838,171,34,34,2,4,350,73,722,847,1401,1007
437.5,2.435901598,2.977392224,3.464291112,2.541858675,2.235733061,2.756045356,1.70465509,1.445155313,3.600999831,4.615598665,0.815992633,173,34,34,1,21,1348,1920,95,2096,1013,1976
438,2.452744309,2.828125903,2.976168844,3.473354128,2.267324317,2.439287072,3.196936637,2.535986451,1.715410703,1.258969655,0.670019063,-138,34,34,1,25,731,1251,1233,2400,1102,1505
438.5,3.8852883,3.314587683,3.26726267,2.509513198,2.5323165,2.668794638,3.169659303,4.007328226,5.065112137,4.384246704,0.349588462,-67,34,34,2,30,2286,330,875,185,1673,1734
439,3.18273802,2.636992514,3.40451514,2.581346888,3.992407868,2.314821758,5.352583956,1.866648579,4.552852764,5.033574488,0.708270573,-2,34,34,0,36,514,207,1958,1981,1443,1510
439.5,3.50609812,3.229813352,3.089413546,3.322222295,2.00435677,3.347228096,4.644721272,2.367686687,4.348155678,4.280033752,2.39057108,-121,34,34,2,35,2063,1388,2354,440,1904,1872
440,3.702658644,3.724113348,3.252491195,2.429555978,2.736619642,3.045892835,5.519630968,2.481517358,1.577009685,4.313166548,2.178929479,-132,34,34,3,34,616,1487,1286,905,1262,1632
440.5,3.965370438,2.784716383,3.376078084,2.367393051,2.875587343,3.37983588,3.138234866,5.127354063,3.687749132,0.060782505,2.660351377,32,34,34,2,20,1611,2226,126,2133,1738,1578
441,2.681692872,3.859755558,2.495600709,3.42664786,2.680699563,2.408942357,4.762762632,2.736001047,2.378269695,2.152990544,2.136046385,151,34,34,0,33,1312,1664,1184,2299,1756,1628
441.5,3.489715003,3.709055017,2.497009739,3.045353752,3.036775079,3.090667926,3.777253878,5.06630603,3.792461664,1.94731661,1.700303231,82,34,34,3,12,1351,1726,969,1197,1237,1947
442,3.014470371,3.881625597,2.020737179,3.943267087,2.44232007,3.093663056,1.041570524,3.937554556,5.411572252,1.007870809,0.854159772,-125,34,34,2,24,2050,2005,1510,1384,1458,1808
442.5,3.387738205,2.32345765,3.670711789,3.319363232,2.850964606,3.913893599,2.413756784,0.102542104,3.676938436,0.806565262,0.604029275,-96,34,34,2,9,1484,2334,561,271,1945,1987
443,2.571967044,2.888795733,2.097275136,3.133146152,3.63414656,2.597875695,5.642651438,1.947069457,3.931383464,4.507947358,3.155514461,-66,34,34,1,28,486,651,954,530,1803,1820
443.5,3.40911624,3.288841407,2.668741313,2.317956062,2.487186402,3.904503797,2.128532239,1.375161153,2.22147222,1.774247133,1.899766774,-89,34,34,3,9,337,266,1264,57,1745,1524
444,3.079349228,3.571578035,3.457116971,3.519699187,2.794665323,2.17347076,3.41764121,3.640774999,1.108872674,5.976126296,3.099321578,112,34,34,1,40,38,307,1773,467,1695,1762
444.5,2.642898251,2.940116194,2.323418412,3.366730779,2.272842707,3.865187898,0.176045595,5.816129181,1.533081024,4.326962177,5.913384643,165,34,34,3,4,2321,2235,1178,2152,1777,1279
445,3.875629876,3.003606432,2.92590968,3.581189699,3.228472392,3.521135046,4.94998317,0.053516468,3.926242984,0.514228732,4.262066025,163,34,34,3,5,1589,449,432,904,1479,1047
445.5,2.082381514,3.58709338,2.63588389,2.821574295,2.323949502,3.071073016,0.719448035,5.122288009,0.131874669,3.2654093,2.010212145,45,34,34,3,28,320,265,109,668,1194,1729
446,2.276823574,3.764494517,2.054366417,3.935252406,3.469984712,2.358281768,2.141180467,4.839948893,2.70674073,4.800831076,4.338091584,-32,34,34,0,7,533,653,356,970,1834,1756
446.5,2.63788535,3.85806708,3.808095826,3.11475724,3.174967509,2.981306623,5.302517557,1.065468193,4.628445024,0.376298838,4.910183843,23,34,34,1,8,210,2302,36,1723,1402,1425
447,2.33293799,2.504533407,3.360485255,2.835276742,3.596061429,3.690598316,2.095500638,4.948138207,3.426570662,5.555205786,2.32043581,69,34,34,3,11,1741,2089,2399,1608,1059,1015
447.5,3.581255833,3.286707542,3.560947029,2.045959053,3.185269451,3.580216873,1.470647509,1.1292656,0.861965425,4.805906241,4.941421989,-12,34,34,1,44,125,101,1996,1089,1922,1372
448,3.64672495,2.281678733,3.396857183,2.224072344,3.544898499,2.549527034,5.594554061,0.973271179,0.432219127,3.06079477,3.069835737,-49,34,34,3,30,215,2020,2285,99,1026,1987
448.5,2.870822424,3.684668341,3.831697239,2.18220962,2.510237698,3.903578832,5.170728367,5.243831106,1.33953389,2.822964224,1.538014168,124,34,34,2,28,1191,842,1378,2326,1442,1679
449,3.16218228,3.005750333,3.133456635,3.420893842,2.515597,2.905331068,5.726541975,1.401252011,4.366747891,3.157533856,1.778317091,-110,34,34,2,15,564,1872,1847,1362,1515,1284
449.5,2.138320918,3.424871319,3.610789033,2.020673414,2.366213393,3.028156447,0.815193447,4.180071978,0.333705826,0.118910796,5.796555568,40,34,34,2,6,1033,1690,7,1059,1438,1962
450,2.078990854,2.576965847,3.723543308,3.378859738,2.078802572,3.936140853,1.823285269,0.648664083,0.965505664,3.762494719,1.910337164,38,34,34,1,34,184,1089,995,687,1347,1085
450.5,2.706912919,2.721206402,3.276220422,2.09624793,2.315733965,3.227654419,0.69780368,1.673839343,2.234303202,1.898593894,2.078908047,157,34,34,2,6,1324,2321,1777,605,1648,1061
451,3.707645041,2.557266469,3.43631443,3.158272253,2.145147688,2.615135819,4.825282136,1.20915088,0.777750911,3.832411447,3.50570876,133,34,34,3,43,807,1728,25,282,1034,1258
451.5,2.462448291,3.492469466,2.123229013,3.181445815,3.692024934,3.768932259,4.16611822,2.015744142,4.740240312,1.381872474,5.684394487,-148,34,34,3,24,1854,2146,1804,279,1040,1556
452,2.724925557,2.959567513,3.223581118,2.272103119,3.409816445,2.128479152,2.936546075,5.908402541,4.704514422,4.162038804,1.669089086,-117,34,34,3,14,734,1658,2251,1409,1948,1356
452.5,3.775878426,2.323936374,2.902049618,2.656175469,3.965879286,2.438210777,2.64507597,0.968517636,3.952687206,5.84124274,4.172788155,-48,34,34,0,39,1292,1856,1592,1026,1294,1757
453,3.873804822,3.156092776,2.98727915,2.568650312,3.573386064,2.103873227,0.483380126,5.304542962,2.905108619,5.633285221,2.919571599,130,34,34,2,9,1846,1868,983,1312,1498,1009
453.5,2.287409813,2.597893022,3.511126471,3.251857494,3.478506941,3.53169147,2.737508245,2.671072231,2.478912593,4.725732827,1.175792048,-59,34,34,0,40,1643,2008,1778,2223,1854,1896
454,3.064370196,3.580608414,3.40878038,3.721549259,2.561690362,3.382641611,2.509704861,1.386873514,2.521386795,5.872370199,2.8968899,135,34,34,2,10,1397,890,326,200,1558,1236
454.5,3.016248419,3.670628523,2.016450519,3.499714009,3.44838102,2.289327449,4.645604238,0.353746668,3.030885352,0.081124856,5.293692485,129,34,34,2,4,1439,867,1889,656,1134,1020
455,2.788800262,2.59998584,2.255818396,2.406265944,3.611348601,2.069392257,1.259508173,3.427391936,3.422914158,0.942667973,0.48153247,73,34,34,0,13,1040,1358,97,1006,1859,1666
455.5,2.963135315,3.319427824,3.876893372,3.831638482,3.021680392,3.040014963,4.283423428,4.413164697,2.012661387,4.653624625,3.806157082,-5,34,34,3,26,1915,203,1887,921,1267,1779
456,2.739008185,3.428719763,3.078099804,3.672429771,2.527556884,2.960217622,0.866228879,4.088613212,0.448344959,5.900710093,1.101531007,-142,34,34,2,32,937,2028,182,1833,1739,1061
456.5,2.056823453,3.441988552,3.629720518,3.469972594,3.492465501,3.516472211,0.531160826,4.367333387,1.241478205,1.653950218,2.044270005,172,34,34,3,34,805,721,1124,1057,1433,1553
457,3.201917624,3.000435828,2.893558123,2.758524152,3.230655445,2.47723044,3.379146781,0.328813194,5.51572607,3.790564349,2.108483629,-138,34,34,3,32,900,1978,434,1668,1243,1516
457.5,2.48832933,2.078145558,3.867915697,3.885014195,3.494662496,2.142636567,3.395559624,3.682456051,2.441423608,3.27344314,2.047602482,147,34,34,1,4,1915,464,133,2085,1335,1090
458,2.075562013,3.774521188,2.470365851,2.366169132,3.923436495,3.408395846,0.469526965,4.603467199,0.870856893,5.687055531,4.872331843,84,34,34,1,0,103,998,500,2141,1472,1671
458.5,3.277148917,3.470178948,3.547079622,3.201271986,2.585406079,2.157011666,3.207567541,5.828654692,4.489432889,2.693822594,2.080673608,66,34,34,1,37,633,524,1680,456,1138,1175
459,2.437341695,3.776477658,2.168676528,2.968572411,3.076366481,3.37449645,5.604029285,4.537458577,5.847582885,0.599261759,1.333087059,72,34,34,3,42,1042,73,1507,1089,1073,1814
459.5,3.866714059,2.467069606,2.106194828,2.906069773,2.845441548,2.298079218,1.204700522,0.562479189,4.721397511,2.633923813,2.598028237,69,34,34,2,41,676,916,1710,1214,1641,1735
460,3.645578488,2.182177523,2.771276797,3.50796251,3.687462347,2.827093558,5.797014112,0.26804732,2.888040227,2.551094395,4.847521385,66,34,34,0,0,705,700,1244,568,1309,1014
460.5,3.264683428,3.127725031,2.23654882,2.423411031,2.204569078,2.63455284,3.120377287,2.805904404,5.559123111,3.505029483,3.123251697,145,34,34,3,38,728,130,131,1180,1461,1570
461,3.343692171,3.288326117,2.896662335,3.245378474,3.232065127,3.447383579,5.972533858,2.004639698,4.316657912,3.55811543,4.584031318,72,34,34,0,31,457,1613,1709,1274,1928,1723
461.5,2.027833201,2.318493947,2.900276244,2.322037049,3.785446056,2.629686743,1.868504252,1.809655491,1.720419506,5.250577424,4.199621102,-90,34,34,1,16,2224,2162,339,134,1520,1156
462,2.828814675,2.93826748,3.552968133,3.16285096,3.017005186,2.72516797,1.272133939,1.991813258,3.653671133,4.475383495,2.562411635,-157,34,34,1,4,928,674,239,1691,1313,1393
462.5,3.531948594,2.830297221,2.113107412,3.082427954,3.675852829,2.46297927,0.44837865,3.907777476,1.035016656,3.345310146,2.675692598,142,34,34,1,7,810,525,2021,1015,1534,1444
463,3.191135883,3.164076183,3.127515091,2.818323289,2.975751221,3.044361816,5.421951787,5.999686143,0.110362112,2.307652641,3.958619809,-70,34,34,0,2,1605,2092,1868,1311,1769,1494
463.5,3.431019721,3.115398428,3.642436909,2.98817939,3.363814241,2.204093445,3.20493191,2.642489739,0.585593855,0.444741277,5.044322827,-127,34,34,1,37,1761,803,1228,663,1232,1963
464,3.853945859,2.287365982,2.384536061,3.279763908,2.748510841,3.60333026,1.485725205,0.400943346,3.303261061,2.294516923,2.535464834,44,34,34,3,8,654,1131,1760,1082,1712,1132
464.5,2.409436054,3.291037049,2.662496319,3.017443881,2.768043319,3.065443029,3.548001689,3.511526583,5.034407853,5.447462727,1.457261454,-101,34,34,0,9,131,731,1137,2069,1048,1474
465,3.746129332,3.233731817,3.61012592,3.053732102,3.538272276,3.547479932,1.906070985,4.301904444,2.072998237,1.751195078,1.312144615,38,34,34,2,37,1728,1057,219,494,1126,1087
465.5,2.479833507,3.819533723,3.611101006,2.749953932,2.986794102,2.844129182,5.900425187,3.476713687,5.943621375,1.571713495,3.261901877,-143,34,34,3,16,685,701,206,847,1317,1572
466,3.031781139,3.029133243,2.622756547,3.434129092,2.964965376,2.19851001,3.522387937,0.686093433,1.609504344,1.912669091,0.938433827,103,34,34,2,8,1089,1082,606,340,1008,1178
466.5,2.112141809,2.808150202,2.093031058,2.325595271,2.428872848,2.976610215,3.648945684,0.23300321,2.297153697,5.959902838,2.842903745,75,34,34,2,18,437,2334,414,961,1153,1237
467,3.237640875,2.295512942,2.168127956,3.13232597,2.415541318,3.00704894,5.079167411,3.67210368,3.217031327,2.081676207,5.397410472,17,34,34,1,3,691,1454,1326,1694,1651,1098
467.5,3.678102893,3.241146038,2.579038344,2.664216069,3.503762613,3.784047084,3.577239181,3.941678303,5.690576948,5.903406321,0.519846502,-98,34,34,0,12,503,533,680,2298,1948,1182
468,2.852532871,2.839435881,3.584293884,2.592376512,2.474861068,3.550139927,0.658000656,2.72507627,0.188071374,1.411003291,0.272324163,42,34,34,1,24,449,1736,1465,57,1048,1659
468.5,3.722459739,2.324013664,2.061711779,2.80722074,2.617688146,2.988585304,2.983332724,4.206937965,0.381798452,1.898850919,4.454786405,-135,34,34,1,24,18,96,1889,1742,1333,1595
469,3.704915126,3.633710412,3.827719087,2.353124811,2.047518301,2.83575502,0.038292899,3.152809723,0.273380163,2.074966719,1.909636611,36,34,34,2,7,2001,1292,1236,387,1871,1436
469.5,3.029005402,2.912516749,2.12791653,3.967110525,2.110615274,2.568963316,2.148018391,1.250755727,0.629114843,3.496756822,0.79826834,176,34,34,2,3,625,860,449,940,1855,1722
470,3.631171212,2.987456579,2.449406447,2.924767363,3.661858267,2.716952797,2.32684955,1.911720669,4.86787248,3.215554722,2.078418849,122,34,34,2,8,2186,2039,1335,464,1432,1524
470.5,3.463446651,3.77463263,2.528156014,3.744407755,2.092249622,3.339160902,4.687706188,1.272008777,4.853492529,4.655978051,0.078816388,105,34,34,2,34,621,95,2210,575,1519,1543
471,2.86619446,3.754757461,2.103000294,2.937031937,2.094622589,3.346683255,4.398550052,0.109749065,4.739064589,0.432260749,4.922470084,100,34,34,0,28,2217,58,392,1203,1865,1987
471.5,3.331010629,3.104814083,2.063860998,3.963599899,3.406528029,2.364384492,4.430253855,5.274344171,2.340051755,0.305705081,3.802277409,-50,34,34,3,40,545,1633,246,1302,1400,1084
472,3.331100033,2.314352693,2.555164868,2.218091363,3.480761691,2.178000851,5.488868867,5.791910212,3.248838906,5.121645515,5.849642914,-118,34,34,2,44,1946,1498,299,691,1170,1796
472.5,3.933298913,3.880289041,3.819908935,2.295617021,2.790191884,2.745215076,2.04200886,3.642555744,1.376870125,3.54854959,3.048779805,-122,34,34,1,23,2152,1355,545,724,1136,1491
473,2.588750105,2.007071143,2.99966853,2.311745373,2.451155899,3.860119997,5.964081209,0.754428863,5.494897984,3.337729867,3.808223121,-125,34,34,2,41,886,1987,1393,2157,1669,1091
473.5,3.366047369,3.173548064,2.673509774,2.844339182,2.902040628,3.817834449,2.061183623,1.290450112,5.144268369,4.488776484,0.558089278,-122,34,34,2,38,2173,1578,1346,483,1759,1051
474,3.655157405,3.517885337,2.754683278,2.486964134,2.777505554,2.994297954,0.49099976,4.950156543,1.421624332,4.898548382,4.000911192,143,34,34,0,13,588,1503,1804,1993,1243,1442
474.5,3.641758586,3.869377556,2.145745812,2.006970958,3.322228707,2.883593972,2.206754727,4.644351758,1.6928361,2.093522882,3.292316097,-132,34,34,3,22,2072,1909,1745,1550,1211,1926
475,3.705509787,2.38870808,2.587659498,2.19601342,2.68473459,2.01839651,2.688434729,5.546144604,1.299175625,0.005302476,3.119813827,-140,34,34,3,8,159,2207,1684,1015,1010,1438
475.5,3.238221427,3.920937323,2.7513379,3.416273885,2.632698567,2.588165624,1.872810699,1.574186347,4.621599342,5.029045505,4.355095416,-13,34,34,0,45,1953,1596,205,311,1264,1351
476,2.678621036,2.935296294,2.834526172,3.321735929,3.447072624,3.21483831,0.419584311,4.351802205,3.582789624,2.967542214,5.780212014,-154,34,34,3,33,1928,1328,1948,1016,1098,1316
476.5,2.316593386,3.436951854,3.148806247,3.081671795,3.02673296,2.385086366,1.787801066,1.80497138,4.22909554,2.762604905,1.395703187,176,34,34,0,45,2028,1572,325,2267,1291,1097
477,3.410570937,2.822091955,2.934025556,2.864976237,2.677775689,2.149556739,0.186690242,3.317944134,2.812739822,2.354674606,0.189187198,89,34,34,2,26,1067,1044,1358,870,1513,1475
477.5,2.244750275,2.584869761,3.908972837,3.57688338,3.7061992,3.624568019,5.511308386,1.005329,2.850364714,0.95037594,4.533184696,93,34,34,0,1,2061,1061,164,1530,1647,1694
478,2.792801393,2.460841575,3.249520608,2.456904953,3.386305714,2.231331992,1.154270791,0.477835134,5.279815172,2.990226535,5.983320209,87,34,34,2,21,941,1448,873,2313,1101,1609
478.5,2.180389109,3.472953797,3.110968313,3.881360876,2.349003585,2.342211379,0.58849813,4.56602981,5.225498362,3.715572682,4.256481627,-98,34,34,2,39,2199,1154,2204,2069,1380,1356
479,3.64324708,3.832803299,3.820507469,3.523434731,3.301429359,2.569063441,4.47826969,3.940652164,0.990731611,5.621945988,5.898851343,-23,34,34,3,7,1684,2134,809,2011,1261,1539
479.5,2.836318228,3.529345612,2.154896836,2.732173073,2.8655375,3.007817669,5.688039044,5.491805093,5.026031925,5.975653251,5.710859897,-10,34,34,3,34,490,1572,2307,919,1700,1684
480,3.374745479,2.775185276,2.841148555,2.667137697,3.496325347,3.427260946,2.968293642,4.638285921,0.154066802,4.057485759,2.524103296,144,34,34,0,42,1969,265,2365,989,1514,1455
480.5,3.393997619,3.811545671,3.79808557,3.877032629,2.334832054,3.699307731,0.932145552,1.371312918,5.520600976,1.576273661,3.601607084,61,34,34,0,28,793,2026,1416,654,1149,1284
481,3.512925601,2.285769831,2.773333603,3.520918299,2.692273054,3.264696579,3.980091573,0.862049736,5.881164597,5.917044058,0.346615187,-128,34,34,0,14,1068,1643,776,120,1862,1220
481.5,3.202088045,2.44921856,3.523316631,2.430297097,2.437327228,2.521447896,1.708252851,0.669687253,1.018216453,1.521932664,2.774097726,-76,34,34,0,15,1076,2338,1462,1084,1191,1638
482,2.575231368,3.184709007,2.809655292,2.363295676,2.801418353,3.677336408,4.254159392,3.096211427,5.533916173,2.190534841,5.521493366,-118,34,34,0,36,153,1550,2068,451,1839,1590
482.5,3.258177163,2.599972448,3.237556843,2.32469896,3.054243006,3.414979989,4.754149041,3.693127355,0.706340601,2.23439786,5.896358762,-3,34,34,3,19,2020,950,1736,2398,1426,1021
483,2.977104323,3.299759036,3.42233123,2.574769897,2.252811249,3.32353846,3.516168756,4.444615843,3.954992631,3.917464055,3.565703169,-93,34,34,0,4,2109,1384,1932,624,1588,1118
483.5,3.766905451,3.876140609,2.767413434,2.098576586,2.72287283,2.888836744,3.368288126,0.02008448,1.422044517,2.110511553,1.105559548,-178,34,34,3,34,1117,299,520,423,1602,1959
484,3.647806576,2.609084552,3.419144936,3.104502837,3.697098901,2.401642173,3.991797602,0.126331737,4.234255419,1.974865193,1.615732426,2,34,34,3,33,191,443,2168,1794,1301,1876
484.5,2.289047328,3.731926933,2.318506554,2.194465166,3.389040749,3.181633363,5.617618469,1.335619214,0.34062724,0.251840215,0.703611997,135,34,34,1,14,2076,2141,605,1478,1649,1738
485,2.7416352,3.2186139,2.397827591,3.965707606,2.721269817,2.660762007,2.649699366,5.976139542,2.678808623,4.564940266,4.895115745,-28,34,34,2,33,1982,295,1519,2015,1788,1878
485.5,2.359625507,3.566492993,3.489514609,2.516999587,3.522318833,2.266630904,2.948577599,1.440658511,5.566843473,0.231701512,0.758927342,-91,34,34,3,44,2096,1132,716,1580,1170,1654
486,3.857596246,2.724502642,2.808265067,2.753337958,3.798612255,3.662902203,5.224722246,4.646895961,5.239870784,2.15938937,4.048341808,-65,34,34,1,20,2178,1949,137,514,1404,1487
486.5,2.671110117,3.65101801,3.853041418,3.41018812,2.285254629,3.110197149,4.340046994,3.203090757,4.591494246,2.850481558,1.5600976,-53,34,34,2,42,2034,2340,1724,1006,1229,1441
487,2.502179825,3.200985699,3.929595206,3.525603722,3.592303575,3.194434667,3.071912571,2.431974723,1.003043827,4.491067647,1.566900624,59,34,34,0,19,1466,138,816,345,1490,1187
487.5,3.193599462,3.34586678,2.53870943,3.619410219,2.013881756,2.495075616,1.65283305,5.887307114,5.793382605,5.833572529,0.153996409,-24,34,34,1,41,469,2183,1973,202,1770,1439
488,2.976487232,2.137350171,2.004883468,3.048137594,3.898455453,2.455744669,2.423035188,1.836906725,1.062803312,1.929807748,0.39062862,-16,34,34,3,17,219,1125,1661,1407,1055,1678
488.5,3.478779458,3.107658087,2.550268562,2.586232426,3.732444688,2.380213552,5.955111731,2.649636681,3.319080008,5.476252225,0.289398571,31,34,34,1,38,366,2334,1567,2281,1154,1639
489,3.682384007,3.035659496,3.061668064,3.841706082,3.542139162,3.770095456,0.853646271,0.109567077,5.309407211,1.509138214,1.530197871,124,34,34,1,6,1385,2000,422,413,1436,1210
489.5,2.549256842,3.829035897,3.136606248,3.151402937,3.785567195,2.785087293,1.458865858,0.462084187,1.160468359,1.461506615,2.05067988,-82,34,34,0,27,2002,2166,1087,1854,1461,1843
490,2.563962173,2.778833086,2.222299837,3.259936129,3.831798619,3.25840275,2.725878054,4.037247721,5.555025999,2.301269842,4.618958089,-178,34,34,2,29,503,1394,2184,83,1178,1535
490.5,3.383840934,2.017454963,2.257353579,3.636597376,2.177440931,3.999581463,3.648743436,5.624156603,4.666441149,0.496465893,0.542462324,-87,34,34,2,35,809,1884,2107,942,1578,1897
491,2.253516144,2.40944801,3.759193097,3.77097964,2.386423829,3.987847887,0.368943132,2.996642395,1.396178239,4.716557339,5.45871576,99,34,34,2,21,160,2348,2330,364,1603,1541
491.5,2.003642313,3.518262557,2.777278152,2.627094203,3.481226692,2.580389558,5.799010145,2.448775036,4.055528075,2.969163604,0.835919033,18,34,34,2,0,1538,2399,1089,844,1716,1629
492,2.944236846,3.577632901,3.412587317,3.141801443,3.207424532,2.479133712,5.505608219,1.389633716,0.17667074,3.21725295,1.035481899,132,34,34,2,32,268,1896,1652,1378,1375,1501
492.5,3.95280774,2.25446968,2.475699057,3.461895868,3.117031382,2.621650649,3.757265678,0.397832607,4.920815351,3.370148548,5.865030214,157,34,34,2,16,1645,1609,183,1345,1298,1866
493,2.079327381,2.923413356,2.562367221,2.419080622,3.503724585,3.523064876,3.063674504,1.589128474,5.723448134,3.875507489,0.514488882,145,34,34,2,38,2337,213,1167,337,1562,1801
493.5,2.197974053,2.608467574,2.213331607,2.947502869,2.829689683,2.185652148,3.10076813,3.481215419,3.482879189,1.825320747,5.932386236,-35,34,34,3,40,216,2114,1880,930,1508,1418
494,3.885102038,2.625652407,2.954748339,2.772558965,3.227618783,2.216891823,2.027518935,2.202653023,4.847754095,3.696014989,3.21293142,163,34,34,3,20,356,1372,2383,908,1695,1621
494.5,2.248167957,2.9009804,3.779485643,3.430218239,2.330756811,2.4831786,4.590871203,4.625640978,5.681695291,1.343114069,1.127145952,-167,34,34,1,21,2073,1054,1750,1135,1720,1179
495,3.76583801,2.317242045,3.523348976,3.169171839,3.241628604,3.099803668,2.112667848,2.928268467,4.150445851,4.626709549,0.329998861,-78,34,34,1,8,960,1295,1735,615,1920,1849
495.5,3.591890878,2.074655125,2.693697822,2.166178263,2.783976151,3.842521356,2.880199559,0.16856213,2.363342224,4.097004526,5.693870793,128,34,34,3,11,2015,1404,1178,470,1486,1004
496,3.592017409,3.163003639,3.86376308,3.930662793,2.924408359,2.373952557,1.734051025,0.039630313,4.391824411,1.408233577,1.710365268,-114,34,34,3,28,1423,1535,1131,2147,1370,1698
496.5,3.241573193,3.949683017,2.63592015,3.180331391,3.943272699,3.675976383,3.405775275,2.613231869,5.007008618,4.823849593,4.345649165,-95,34,34,2,21,2147,1987,533,2085,1550,1352
497,3.419161891,2.463516285,3.943234514,2.108144709,2.849231657,2.628230791,4.495400578,1.540844623,5.387817483,3.546886466,2.817712089,-104,34,34,3,22,2377,674,235,1846,1536,1045
497.5,2.9090938,3.056221496,3.226244015,2.176956,2.862257332,3.869904321,2.084197088,2.632305976,0.331805706,1.146920345,2.381564451,-144,34,34,2,5,44,1428,910,154,1862,1429
498,2.83622732,2.950130096,2.167859658,3.404043999,3.022911705,2.085826765,2.333851408,0.465956569,1.763955205,3.262653804,1.254151852,0,34,34,1,9,894,1569,130,190,1308,1767
498.5,3.826425806,3.730925597,3.225147317,2.693090535,2.24657156,2.941153702,0.046845778,0.50549398,4.738768666,0.743759313,1.00742832,-154,34,34,3,28,1890,1347,1529,1120,1852,1390
499,3.442383204,2.37359839,3.965621466,2.930177161,2.761850143,2.647469757,2.970933678,2.410717962,1.488176711,3.768596354,1.495702467,100,34,34,0,31,574,619,259,1873,1812,1940
